Population,Localidad/ubicación,Año,Edad,Sexo,Causa de muerte o lesión,Medir,Valor,Límite inferior,Límite superior
Toda la población,Nicaragua,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,43574.09582039187,38366.03497174855,50435.341423319755
Toda la población,Nicaragua,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,46603.62899913952,41192.52135385289,52680.00967164931
Toda la población,Nicaragua,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,50141.07305116002,44321.99766328804,55508.19691656796
Toda la población,Nicaragua,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,54011.95854379207,46281.64556349596,60410.79216143269
Toda la población,Nicaragua,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,57430.47638827968,47870.21497119975,64482.16668992173
Toda la población,Nicaragua,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,60352.88137674177,49701.12802095289,68549.1586291761
Toda la población,Nicaragua,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,63765.72617095444,52174.53991695683,73343.90315242998
Toda la población,Nicaragua,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,67012.13060946781,53468.28706887858,77283.5857215975
Toda la población,Nicaragua,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,70758.2800361307,55233.50746303119,81853.28400667218
Toda la población,Nicaragua,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,74536.29519613092,56824.537736362894,87259.45097016805
Toda la población,Nicaragua,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,78254.42602856192,59687.39850263325,92451.08843783646
Toda la población,Nicaragua,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,81716.71674766934,62237.80013096662,96689.67782833487
Toda la población,Nicaragua,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,85691.39523691009,64279.626948068675,101889.95426396145
Toda la población,Nicaragua,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,89356.31172629776,66300.62281389529,107158.9685195798
Toda la población,Nicaragua,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,93064.4916243382,69250.95808359238,111531.70900292037
Toda la población,Nicaragua,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,96878.9268798883,71956.77392347432,116753.62469604745
Toda la población,Nicaragua,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,99536.25597359477,73603.88138741761,120763.80770536285
Toda la población,Nicaragua,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,103510.85838417095,75564.17774017874,125289.4116758099
Toda la población,Nicaragua,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,109574.7247482396,80404.33530778374,131489.7905303916
Toda la población,Nicaragua,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,119288.14001651411,87945.98882628548,141955.89134315003
Toda la población,Nicaragua,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,119698.24156661353,86880.92233779718,141471.28579998115
Toda la población,Nicaragua,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,123492.71695148906,89975.70219992567,145194.45880407732
Toda la población,Nicaragua,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,118224.57372658084,86506.09360861086,138629.7988980125
Toda la población,Nicaragua,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,112683.59293982331,84087.78943776333,134346.06198991614
Toda la población,Guatemala,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,51675.95996045247,46715.52957095574,57337.1409902623
Toda la población,Guatemala,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,53477.534819934845,48297.22444130082,59264.23536534327
Toda la población,Guatemala,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,57134.05695984325,51468.131641718275,63374.22559719908
Toda la población,Guatemala,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,56729.422155485896,51209.40824129857,62270.68835190883
Toda la población,Guatemala,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,54314.72521757191,48848.40790477823,59612.81686409724
Toda la población,Guatemala,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,52794.042700143174,47189.70183858689,58078.963906929544
Toda la población,Guatemala,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,52768.280083734724,47397.07717786644,57947.88452104379
Toda la población,Guatemala,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,53223.71128656483,47475.45298516765,58487.93310824225
Toda la población,Guatemala,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,58146.03344695263,51988.13474496982,63828.44107901622
Toda la población,Guatemala,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,61872.29725626011,55468.383253444474,67476.87420601601
Toda la población,Guatemala,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,64494.2825483025,57939.476818074225,70542.15456039298
Toda la población,Guatemala,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,68618.56514209005,62067.83110747902,75067.14094700047
Toda la población,Guatemala,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,69195.64688501893,62835.25133970172,75853.89579317952
Toda la población,Guatemala,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,74788.41369738824,68079.80125653339,81932.06661479737
Toda la población,Guatemala,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,80406.10125910174,73179.23868849942,87824.66371401974
Toda la población,Guatemala,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,86959.57990804418,78638.6808605903,94751.78415608604
Toda la población,Guatemala,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,95102.49068090173,86780.54379755826,103882.64296733556
Toda la población,Guatemala,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,102128.07497047434,93448.97518532485,111811.43653336725
Toda la población,Guatemala,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,113891.24608825083,104341.14503799312,123467.65426492889
Toda la población,Guatemala,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,120900.7424321769,111337.42283415978,131581.84446544084
Toda la población,Guatemala,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,133890.0378245646,124176.56688322553,145044.1049285683
Toda la población,Guatemala,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,140990.65683236448,131168.83132308812,152752.83854849596
Toda la población,Guatemala,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,148604.93481970593,138311.80212119428,161060.5260755902
Toda la población,Guatemala,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,154451.3955611252,143669.22549948812,167606.5341083286
Toda la población,Guatemala,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,159547.17337929795,148170.20805157957,174829.79385588766
Toda la población,Guatemala,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,162920.62314506006,150132.3021001979,177110.57624588837
Toda la población,Guatemala,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,165988.27589197247,152995.53812241895,179732.6360639303
Toda la población,Guatemala,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,173553.86073778095,159532.06169555633,188432.62700418278
Toda la población,Guatemala,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,178456.84995213518,164654.411072872,192718.25223869743
Toda la población,Guatemala,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,187501.46494356907,172953.6997044459,202456.1518222781
Toda la población,Guatemala,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,196199.5728119271,181037.91671304236,213332.96592834665
Toda la población,Guatemala,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,200328.07890115003,185308.7487257236,218643.33745004825
Toda la población,Guatemala,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,201870.9445580031,185789.37651767128,219357.65260461255
Toda la población,Guatemala,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,204727.4985136439,182827.093399344,229604.15506241485
Toda la población,Cuba,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,44076.37654714212,37845.04619762829,51169.469090505634
Toda la población,Cuba,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,44764.25318625457,38822.297027018474,51516.68748343851
Toda la población,Cuba,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,45375.671892941005,39451.132109578466,52253.15610750911
Toda la población,Cuba,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,46625.53301600888,40499.382771216086,53745.274468161195
Toda la población,Cuba,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,47564.30450218144,41324.48966671306,54685.594612894136
Toda la población,Cuba,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,48075.97468391628,41596.659304388086,55424.927526991145
Toda la población,Cuba,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,49501.1997613738,42347.295729754595,57522.46091235562
Toda la población,Cuba,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,51518.86032651541,43762.630569636654,60151.751046233374
Toda la población,Cuba,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,53500.9409678309,45574.41361101864,62607.76450442935
Toda la población,Cuba,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,56008.97944824938,47754.053443900855,65596.53400241313
Toda la población,Cuba,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,60239.81715773616,51368.0847220637,69950.86995290752
Toda la población,Cuba,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,67866.9552925913,58555.76827247867,78298.40430004473
Toda la población,Cuba,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,69729.6728932907,59662.76699038687,80160.97953204876
Toda la población,Cuba,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,72647.43677142248,62770.73834358214,83415.74145856276
Toda la población,Cuba,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,73517.39819919538,64092.21066408959,83977.58672918187
Toda la población,Cuba,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,75229.77420999343,65710.25925909063,86742.2517197159
Toda la población,Cuba,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,76373.43259536795,67393.78382206074,87740.91178520725
Toda la población,Cuba,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,77278.69474352733,67737.10396882509,88844.86347931849
Toda la población,Cuba,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,79391.5322239223,69372.86541425498,91407.13269680516
Toda la población,Cuba,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,81452.56270880873,71304.67038125849,92577.19615173394
Toda la población,Cuba,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,84438.9989952858,74046.72345013378,96294.87154172156
Toda la población,Cuba,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,84065.60939739677,73335.06404282321,95952.87174820478
Toda la población,Cuba,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,86157.81317086935,75457.08074671263,98930.24793862333
Toda la población,Cuba,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,89355.6606962804,78540.75185968586,102537.62271845741
Toda la población,Cuba,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,91963.20217932083,80474.0227291771,105820.9381634183
Toda la población,Cuba,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,95060.11088546958,83063.21279014352,109564.18549886328
Toda la población,Cuba,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,97512.90585681496,85352.03708005325,111393.18986876195
Toda la población,Cuba,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,102035.21535104496,89307.85492725427,115903.17653423904
Toda la población,Cuba,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,105552.00599117523,91673.30658526062,119278.49933338784
Toda la población,Cuba,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,109418.66789106044,95244.31211403539,122757.9781462732
Toda la población,Cuba,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,115552.07681600566,101565.57931751876,128637.59529620885
Toda la población,Cuba,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,124793.2788690358,111634.02756217142,138703.9802369377
Toda la población,Cuba,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,106801.71035422052,93865.13102714604,120988.93474936929
Toda la población,Cuba,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,111784.28352522908,97197.8424744479,126057.13940113275
Toda la población,República Dominicana,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,35791.88032142922,28780.654209902932,45709.57022991155
Toda la población,República Dominicana,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36111.437251082076,28936.429385653857,46058.286822092174
Toda la población,República Dominicana,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36308.73658163257,28835.961135490663,46450.98981365256
Toda la población,República Dominicana,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36330.63246803711,29114.026023518578,46451.82745006306
Toda la población,República Dominicana,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36472.855908214355,28861.73330949904,46578.71782824116
Toda la población,República Dominicana,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36797.85654219021,28843.25124576576,47228.76125747057
Toda la población,República Dominicana,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,37694.738837618264,29370.1634946926,47941.73862397057
Toda la población,República Dominicana,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,38485.28704706324,30153.830670492265,48415.3704386086
Toda la población,República Dominicana,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,39385.67982119504,31106.316680294374,48890.93488972938
Toda la población,República Dominicana,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,40846.33461162013,33011.13053254297,50191.91993059787
Toda la población,República Dominicana,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,42849.588292365544,35726.87043227249,51373.45674932812
Toda la población,República Dominicana,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,45458.899402549,39621.38330432435,53893.33065008071
Toda la población,República Dominicana,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,47777.87951058613,40800.9725953625,55488.37851683912
Toda la población,República Dominicana,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,49480.78677487454,42038.630781887245,57562.33748766087
Toda la población,República Dominicana,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,51315.98802097042,43277.72261456859,59777.05762988179
Toda la población,República Dominicana,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,53338.58928305574,44806.67216249437,62708.46390454573
Toda la población,República Dominicana,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,55593.50122015813,46446.68976005204,65079.84420459421
Toda la población,República Dominicana,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,57962.29818735503,48469.739194265014,67827.72818736624
Toda la población,República Dominicana,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,60319.53688039463,50386.82206831376,70496.62143831704
Toda la población,República Dominicana,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,62677.444176110155,52488.85232247538,73033.67108342882
Toda la población,República Dominicana,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,65192.95587470832,54865.79937170452,75290.91542742313
Toda la población,República Dominicana,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,68673.14556296183,58260.85789842962,78924.61337076852
Toda la población,República Dominicana,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,71811.89361827249,61081.68856898908,82349.52227608355
Toda la población,República Dominicana,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,74346.8625290314,63316.640121097116,84915.57274082271
Toda la población,República Dominicana,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,76497.63755261737,65276.93424717348,87432.64863173632
Toda la población,República Dominicana,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,80717.13689171385,68397.94510682746,92134.78861040532
Toda la población,República Dominicana,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,84596.18333042931,71158.02761128209,97057.29802641808
Toda la población,República Dominicana,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,88354.51039616014,73703.59319800817,101746.43978776224
Toda la población,República Dominicana,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,92426.23437686461,75933.29258580355,106660.25611687581
Toda la población,República Dominicana,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,96632.61116120822,79326.12489530166,111446.90279407035
Toda la población,República Dominicana,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,103927.49079805442,84926.98632796353,121383.22172797067
Toda la población,República Dominicana,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,108163.0505677231,88041.77315105608,127544.32583385456
Toda la población,República Dominicana,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,111823.10036815635,90636.95414721861,132298.6857020281
Toda la población,República Dominicana,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,115617.13065630598,93937.60160720334,139324.59861138422
Toda la población,Honduras,1990,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,19885.95684918099,14678.552399509157,25202.25729042994
Toda la población,Honduras,1991,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,20517.38278428142,15317.76146429149,25940.935412518764
Toda la población,Honduras,1992,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,21188.05034573111,15903.677232720644,26067.723961432945
Toda la población,Honduras,1993,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,22070.63773391474,16720.081030584763,26990.876015418107
Toda la población,Honduras,1994,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,22986.771031879445,17500.425495297157,28791.757172161168
Toda la población,Honduras,1995,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,23816.926889375616,17938.820533372556,29714.842630693376
Toda la población,Honduras,1996,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,24938.836306211007,19009.25297225885,31023.420075549617
Toda la población,Honduras,1997,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,25973.411172886572,19568.220134541807,32459.47876951231
Toda la población,Honduras,1998,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,26958.78171655873,20259.946409278287,34048.25317851135
Toda la población,Honduras,1999,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,28051.050177228273,21018.087716210975,35312.244616158525
Toda la población,Honduras,2000,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,29089.0603180958,22130.11807161715,36945.18543066924
Toda la población,Honduras,2001,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,30263.062168373264,23193.737111560426,38272.4439155845
Toda la población,Honduras,2002,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,31711.258305316147,24247.608543852548,40396.08750683662
Toda la población,Honduras,2003,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,33173.17013086571,25694.702717430308,42659.15053054519
Toda la población,Honduras,2004,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,34608.6494490031,27330.127586942195,44251.540629054565
Toda la población,Honduras,2005,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,35747.22133069314,28849.570476611138,44899.70544699782
Toda la población,Honduras,2006,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,36854.31551429959,29670.187638015464,46876.49644359592
Toda la población,Honduras,2007,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,37944.229357003576,30378.774085512883,48063.346719422494
Toda la población,Honduras,2008,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,39111.44467543899,31327.323814320356,49915.48736537308
Toda la población,Honduras,2009,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,40345.55267331529,32091.327075524772,51786.01441078173
Toda la población,Honduras,2010,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,41899.811429622765,33258.155315669566,53301.85228782668
Toda la población,Honduras,2011,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,44007.7320976121,34863.6380282733,56433.50597946213
Toda la población,Honduras,2012,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,47721.391999134685,37667.783598695685,60708.82213519307
Toda la población,Honduras,2013,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,49316.97525533301,39249.43904325986,62338.59683018827
Toda la población,Honduras,2014,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,51074.852620459664,40980.42512968891,65390.95333408821
Toda la población,Honduras,2015,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,52807.93757913806,42612.634204390684,69041.52892717473
Toda la población,Honduras,2016,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,53870.338318611575,43087.697403794096,70539.30346647826
Toda la población,Honduras,2017,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,55703.740175126564,45092.00567801891,73258.88709418729
Toda la población,Honduras,2018,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,57853.1676066224,46634.344892706875,75488.46067972083
Toda la población,Honduras,2019,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,59925.13057588673,48183.129730062035,77559.75838029271
Toda la población,Honduras,2020,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,58917.10143783188,47936.63986872007,75718.44836946731
Toda la población,Honduras,2021,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,63782.36252739534,51609.612836949156,81079.81476223792
Toda la población,Honduras,2022,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,65155.183876799,52656.25735034194,84275.7280206492
Toda la población,Honduras,2023,Todas las edades,Ambos,Enfermedad renal crónica,DALYs,66828.74180227525,53906.9146482429,85315.08182963668

"Institute for Health Metrics and Evaluation (IHME). Comparación de GBD Data Visualization. Global Burden of Disease (GBD) Study 2023. Seattle, WA: IHME, University of Washington, 2025. Available from https://vizhub.healthdata.org/gbd-compare/. (Accessed 3/2/2026). For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
